url,label
https://google.com/,benign
https://ezviz7.com/,benign
https://amon.tech/,benign
https://hicloudcam.com/,benign
https://gstatic.com/,benign
https://www.google.com/,benign
https://microsoft.com/,benign
https://data.microsoft.com/,benign
https://www.gstatic.com/,benign
https://events.data.microsoft.com/,benign
https://gwfb.net/,benign
https://update.googleapis.com/,benign
https://office.com/,benign
https://live.com/,benign
https://digicert.com/,benign
https://mp.microsoft.com/,benign
https://apple.com/,benign
https://windowsupdate.com/,benign
https://microsoftonline.com/,benign
https://login.microsoftonline.com/,benign
https://accounts.google.com/,benign
https://ecs.office.com/,benign
https://ctldl.windowsupdate.com/,benign
https://ali.gwfb.net/,benign
https://settings-win.data.microsoft.com/,benign
https://skype.com/,benign
https://lsrelayaccess.com/,benign
https://ocsp.digicert.com/,benign
https://login.live.com/,benign
https://edge.skype.com/,benign
https://shiabank.com/,benign
https://config.edge.skype.com/,benign
https://mobile.events.data.microsoft.com/,benign
https://dsp.mp.microsoft.com/,benign
https://amazonaws.com/,benign
https://optimizationguide-pa.googleapis.com/,benign
https://facebook.com/,benign
https://do.dsp.mp.microsoft.com/,benign
https://prod.do.dsp.mp.microsoft.com/,benign
https://officeapps.live.com/,benign
https://clients4.google.com/,benign
https://delivery.mp.microsoft.com/,benign
https://aquila.it/,benign
https://cloud.microsoft/,benign
https://mtalk.google.com/,benign
https://windows.com/,benign
https://googleusercontent.com/,benign
https://office.net/,benign
https://doubleclick.net/,benign
https://bing.com/,benign
https://update.microsoft.com/,benign
https://clientservices.googleapis.com/,benign
https://cloudflare.com/,benign
https://dl.delivery.mp.microsoft.com/,benign
https://www.googleapis.com/,benign
https://clients2.google.com/,benign
https://tlu.dl.delivery.mp.microsoft.com/,benign
https://tesvtmng2dev.ezviz7.com/,benign
https://g.doubleclick.net/,benign
https://svc.cloud.microsoft/,benign
https://dotaplabs.net/,benign
https://virginm.net/,benign
https://cable.virginm.net/,benign
https://youtube.com/,benign
https://com.akadns.net/,benign
https://self.events.data.microsoft.com/,benign
https://msn.com/,benign
https://fonts.gstatic.com/,benign
https://icloud.com/,benign
https://geo.prod.do.dsp.mp.microsoft.com/,benign
https://aaplimg.com/,benign
https://edge.microsoft.com/,benign
https://ls.apple.com/,benign
https://gvt1.com/,benign
https://googleads.g.doubleclick.net/,benign
https://sfx.ms/,benign
https://oneclient.sfx.ms/,benign
https://apple-dns.net/,benign
https://www.bing.com/,benign
https://cdp.microsoft.com/,benign
https://api.cdp.microsoft.com/,benign
https://msedge.api.cdp.microsoft.com/,benign
https://windows.net/,benign
https://safebrowsing.googleapis.com/,benign
https://googletagmanager.com/,benign
https://www.googletagmanager.com/,benign
https://oneocsp.microsoft.com/,benign
https://manage.microsoft.com/,benign
https://supertms.com/,benign
https://play.googleapis.com/,benign
https://fonts.googleapis.com/,benign
https://officeclient.microsoft.com/,benign
https://g.aaplimg.com/,benign
https://itunes.apple.com/,benign
https://metric.gstatic.com/,benign
https://b.tlu.dl.delivery.mp.microsoft.com/,benign
https://msedge.b.tlu.dl.delivery.mp.microsoft.com/,benign
https://teams.microsoft.com/,benign
https://play.google.com/,benign
https://g.live.com/,benign
https://connectivitycheck.gstatic.com/,benign
https://e2ro.com/,benign
https://www.youtube.com/,benign
https://lh3.googleusercontent.com/,benign
https://graph.microsoft.com/,benign
https://odc.officeapps.live.com/,benign
https://gvt2.com/,benign
https://node.e2ro.com/,benign
https://me.gvt1.com/,benign
https://edgedl.me.gvt1.com/,benign
https://clients6.google.com/,benign
https://fe3cr.delivery.mp.microsoft.com/,benign
https://cwsapp.update.microsoft.com/,benign
https://amazon.co.za/,benign
https://office365.com/,benign
https://gcp.gvt2.com/,benign
https://jobs.amazon.co.za/,benign
https://tas01.cwsapp.update.microsoft.com/,benign
https://beacons.gcp.gvt2.com/,benign
https://skybridge.click/,benign
https://auth.skybridge.click/,benign
https://amazon.com/,benign
https://substrate.office.com/,benign
https://sls.update.microsoft.com/,benign
https://ytimg.com/,benign
https://config.office.net/,benign
https://clients.config.office.net/,benign
https://i.ytimg.com/,benign
https://pushy.io/,benign
https://static.microsoft/,benign
https://google-analytics.com/,benign
https://fbcdn.net/,benign
https://whatsapp.net/,benign
https://clients.google.com/,benign
https://android.clients.google.com/,benign
https://outlook.office365.com/,benign
https://mobile.de/,benign
https://content-autofill.googleapis.com/,benign
https://www.facebook.com/,benign
https://ntp.org/,benign
https://pool.ntp.org/,benign
https://resolver.arpa/,benign
https://_dns.resolver.arpa/,benign
https://googlesyndication.com/,benign
https://tas02.sls.update.microsoft.com/,benign
https://bag.itunes.apple.com/,benign
https://encrypted-tbn0.gstatic.com/,benign
https://sharepoint.com/,benign
https://cdn.office.net/,benign
https://googleadservices.com/,benign
https://www.google-analytics.com/,benign
https://v10.events.data.microsoft.com/,benign
https://fastly.net/,benign
https://push.apple.com/,benign
https://fe2cr.update.microsoft.com/,benign
https://eeroup.com/,benign
https://core.windows.net/,benign
https://opendns.com/,benign
https://eu.dotaplabs.net/,benign
https://ocsp2.apple.com/,benign
https://graph.facebook.com/,benign
https://www.googleadservices.com/,benign
https://d9ojso6xukdhq.cloudfront.net/,benign
https://arc.msn.com/,benign
https://outlook.office.com/,benign
https://mask.icloud.com/,benign
https://mrodevicemgr.officeapps.live.com/,benign
https://iris.microsoft.com/,benign
https://api.iris.microsoft.com/,benign
https://displaycatalog.mp.microsoft.com/,benign
https://azure.com/,benign
https://fe2.apple-dns.net/,benign
https://fd.api.iris.microsoft.com/,benign
https://onecdn.static.microsoft/,benign
https://singtelchina.cn/,benign
https://public.onecdn.static.microsoft/,benign
https://pagead2.googlesyndication.com/,benign
https://1d.tlu.dl.delivery.mp.microsoft.com/,benign
https://edge.e2ro.com/,benign
https://itunes-apple.com.akadns.net/,benign
https://ogads-pa.clients6.google.com/,benign
https://geover.prod.do.dsp.mp.microsoft.com/,benign
https://v.aaplimg.com/,benign
https://app-measurement.com/,benign
https://instagram.com/,benign
https://pki.goog/,benign
https://config.teams.microsoft.com/,benign
https://licensing.mp.microsoft.com/,benign
https://adobe.com/,benign
https://c.pki.goog/,benign
https://netflix.com/,benign
https://ssl.gstatic.com/,benign
https://mask.apple-dns.net/,benign
https://download.windowsupdate.com/,benign
https://cdn-apple.com/,benign
https://gsp-ssl.ls.apple.com/,benign
https://ipv4only.arpa/,benign
https://gateway.icloud.com/,benign
https://ad.doubleclick.net/,benign
https://teams.events.data.microsoft.com/,benign
https://v20.events.data.microsoft.com/,benign
https://res.public.onecdn.static.microsoft/,benign
https://msftconnecttest.com/,benign
https://slscr.update.microsoft.com/,benign
https://googlevideo.com/,benign
https://mercaripost.tesvtmng2dev.ezviz7.com/,benign
https://cz89100315www.mobile.de/,benign
https://crl3.digicert.com/,benign
https://us-mobile.events.data.microsoft.com/,benign
https://l.google.com/,benign
https://oauthaccountmanager.googleapis.com/,benign
https://smartscreen.microsoft.com/,benign
https://bag-cdn.itunes-apple.com.akadns.net/,benign
https://sentry.io/,benign
https://www.msftconnecttest.com/,benign
